,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text
9440,negative,0.6667,Can't Tell,0.6667,US Airways,FaknilO,0,usairways would happily wait terminal near food restroom non irritated passenger
9441,negative,1.0,Late Flight,1.0,US Airways,FaknilO,0,usairways let passenger board issue hour amp pilot doesnt know well leave
9442,negative,1.0,Customer Service Issue,1.0,US Airways,FahadHassan,0,usairways anyone help still hold
9443,negative,1.0,Can't Tell,0.361,US Airways,Bachelorsaurus,0,usairways oh yay gate agent decide deal upgrade list bump whoever closest
9444,negative,0.6613,Late Flight,0.6613,US Airways,reverendvelvet,0,usairways site show ontime flightaware site show delayed trying decide get ice catch flt 456 phx
9445,negative,0.6669,Customer Service Issue,0.3532,US Airways,Jess_Yoga,0,usairways absolute worst airline 13 woman inconvenienced due maintenance issue stuck care given
9446,negative,1.0,Customer Service Issue,0.6832,US Airways,aepleiss,0,usairways flight amp customer relation extremely disappointing faced many problem type apology25 towards flight joke
9447,negative,1.0,Customer Service Issue,1.0,US Airways,Whitncam,0,usairways sitting phl rude customer service agent
9448,negative,1.0,Late Flight,1.0,US Airways,meganpberger,0,usairways americanair flight 415 get paperwork inputted taken hour sittingontheplane hungry
9449,negative,1.0,Customer Service Issue,1.0,US Airways,FahadHassan,0,usairways hold customer care wonder someone pick phone 5pm
9450,negative,1.0,Late Flight,0.6733,US Airways,jsjonker,0,usairways flt 445 get gate den 20 minute waiting information
9451,negative,0.6759,Flight Booking Problems,0.3545,US Airways,Bachelorsaurus,0,usairways lot fun removed top list manually readded bottom thanks club agent thanks lot asha dca
9452,negative,1.0,Late Flight,1.0,US Airways,RuthieSeale,0,usairways delayed flight wilmington made miss flight charlotte figure take arrive time
9453,positive,1.0,None,0.0,US Airways,Blasterjaxx,9,usairways wow unbelievable treat customer puerto rico airport
9454,negative,1.0,Bad Flight,0.6688,US Airways,Bachelorsaurus,0,usairways usually sorry doesnt involve moving people middle seat removing upgrade list guess thats club perk
9455,negative,0.6837,Late Flight,0.3585,US Airways,nhbonedoc,0,usairways dont worry used initiative arriving much earlier planned
9456,negative,0.6966,Can't Tell,0.6966,US Airways,ecgetty,0,usairways nice try gate making traveler traveler put bag size guide oversold sorry minefits
9457,negative,1.0,Bad Flight,0.6484,US Airways,marvinatorsb,0,usairways horrible service wrong plane arrived many confirmed passenger could get flight paid due lack seat flight
9458,neutral,1.0,None,0.0,US Airways,athenatrigal,0,usairways trying book award travel leaving redeye sunday night midnight book date sunday monday
9459,negative,1.0,Customer Service Issue,0.6598,US Airways,marvinatorsb,0,usairways booked flight 1mnth ago seat confirmed small plane arrived allowed board bcs seat horrible service
9460,negative,1.0,Lost Luggage,1.0,US Airways,Ward1987M,0,usairways frustrated checked bag logan given luggage ticketnow luggage lost amp ownership usairways
9461,positive,1.0,None,0.0,US Airways,electromail,0,usairways breathing heavily super helpful thank
9462,negative,1.0,Customer Service Issue,1.0,US Airways,electromail,0,usairways aye nothing automated system doesnt work properly anyway got somebody
9463,positive,0.6513,None,0.0,US Airways,lulainlife,0,usairways okay great thank
9464,negative,1.0,Late Flight,0.6723,US Airways,nhbonedoc,0,usairways rebooked connection delayed
9465,negative,1.0,Lost Luggage,1.0,US Airways,Andyba25,0,usairways meeting california luggage
9466,negative,1.0,Customer Service Issue,1.0,US Airways,johnhughesrocks,0,usairways number agent gave call say open main number go computer saying delivered
9467,negative,1.0,Customer Service Issue,1.0,US Airways,rapidtravelchai,0,usairways way get call center answer oneworld award whenever try system say busy disconnect endless hold
9468,negative,1.0,Lost Luggage,1.0,US Airways,johnhughesrocks,0,usairways put luggage plane mine deliver like said show claim closed online
9469,negative,1.0,Customer Service Issue,1.0,US Airways,taleson2wheels,0,usairways take money requires 7 10 day process refund auto attendant hang usairwaysfail
9470,negative,0.6598,Customer Service Issue,0.6598,US Airways,nhbonedoc,0,usairways long reply
9471,neutral,0.6809,None,0.0,US Airways,mrpearson3rd,0,usairways bag policy say stroller car seat need bring 2 car seat 1 stroller call detail
9472,positive,1.0,None,0.0,US Airways,FitzFrancis,0,usairways customer service like never seen kudos organization
9473,negative,1.0,Customer Service Issue,0.6809,US Airways,jonbrownmusic,0,usairways intentionally buy flight 10 hour layover kind airline would charge 200 fix wow usairways
9474,negative,1.0,Customer Service Issue,1.0,US Airways,UrbanPranaYoga,0,usairways get hold customer service ive called multiple time amp hold 30 min hang
9475,negative,1.0,Customer Service Issue,1.0,US Airways,MustSeeItAll_,0,usairways time bracket call fix problemive attempting fix contact information issue day
9476,negative,1.0,Customer Service Issue,1.0,US Airways,Andyba25,0,usairways called number said one available take callguys insane
9477,negative,0.6575,Customer Service Issue,0.6575,US Airways,jhughes1025,0,usairways cant book flight online phone customer service usually great anything help
9478,negative,1.0,Cancelled Flight,0.6714,US Airways,EdPlotts,0,usairways americanair worst experience ive ever flying rude delay cancelled flightlations lack update wasting time
9479,neutral,1.0,None,0.0,US Airways,CatieKriewald,0,usairways contact via fb message twitter dm text
9480,negative,1.0,Customer Service Issue,1.0,US Airways,CatieKriewald,0,usairways called 3x amp say high call volume call back 1 minute international call way someone contact
9481,negative,1.0,Customer Service Issue,0.6596,US Airways,Debbie_GBennett,0,usairways jhughes1025 grrrrrrrr couldnt book flight via calling either
9482,negative,1.0,Late Flight,1.0,US Airways,nhbonedoc,0,usairways delayed connection missed extended layover lounge pas phl 5077
9483,negative,1.0,Late Flight,0.37,US Airways,phillipfgo,0,usairways another twist plot took miami return due unsecured cargo door stressful vacation ever
9484,negative,0.35,Can't Tell,0.35,US Airways,JKlein126,0,usairways reaching hardworking mom trying best
9485,neutral,1.0,None,0.0,US Airways,ColfaxCapital,0,usairways great operation guy running mechanical issue taping piece plane together lol httptcoi5v9wfbtue
9486,neutral,0.6593,None,0.0,US Airways,jhughes1025,0,usairways thanks idea resolved id like purchase ticket
9487,neutral,1.0,None,0.0,US Airways,dtopler,0,usairways hi attach aa ff 94lxa62 reservation e2kvm4 thansk
9488,negative,1.0,Customer Service Issue,1.0,US Airways,bcruz1028,0,usairways check online state status closed mean yet able reach live person
9489,negative,0.6875,Customer Service Issue,0.6875,US Airways,electromail,0,usairways system affected weather
9490,positive,1.0,None,0.0,US Airways,The_BlueAnchor,0,usairways called able get rescheduled thank quick response today
9491,negative,1.0,Customer Service Issue,0.3526,US Airways,juliebartz,0,usairways get aa frequent flyer number appear usair reservation frustrating
9492,negative,0.6427,Customer Service Issue,0.6427,US Airways,lulainlife,0,usairways im unable check flight 2119 bosdca havent heard flight cancelled flightedrescheduled update
9493,negative,0.967,Can't Tell,0.8042,US Airways,mydulcebella,1,usairways americanair dont forget without customer would business epicfail usairwaysfail
9494,neutral,0.6563,None,0.0,US Airways,therealcharlie,0,usairways hi guy flight 5594 3937 still time site app cant check thanks
9495,negative,1.0,Can't Tell,1.0,US Airways,MeeestarCoke,0,usairways americanair hey since fed wknd day pas admiral club meal coupon free coke blank stare
9496,negative,1.0,Customer Service Issue,0.6736,US Airways,daknadler,1,usairways make reservation well make excuse usairwaysfail
9497,negative,0.685,Lost Luggage,0.685,US Airways,Andyba25,1,usairways listed baggage claim number call number ticket use lady speed stick morning
9498,negative,1.0,Lost Luggage,0.6735,US Airways,acnewsguy,0,usairways another dead end handle aa lampf gave failed already 610362749899 vm full lost
9499,negative,1.0,Flight Attendant Complaints,0.6608,US Airways,mydulcebella,0,usairways houston gate 17 customer service need treat people respect hardly people waiting chillpill usairwaysfail
9500,positive,0.7059,None,0.0,US Airways,steve_muns,0,usairways phone called 6170 number picked almost immediately
9501,neutral,0.6838,None,0.0,US Airways,HutchinsJim,0,usairways hutchinsjim yes made flight got workout
9502,positive,0.6882,None,0.0,US Airways,The_BlueAnchor,0,usairways 603 amp 2705 dfw psp thank
9503,positive,0.6392,None,0.0,US Airways,ChrisClark09,0,usairways 1899 thanks
9504,negative,0.6146,Flight Booking Problems,0.3125,US Airways,cookyvonne,0,usairways whats going website amp mobile app help
9505,negative,0.6391,Can't Tell,0.6391,US Airways,MediatorTerry,0,usairways submitted customer relation form await response
9506,negative,1.0,Customer Service Issue,1.0,US Airways,electromail,0,usairways height rudeness without question worst customer service ever experienced
9507,negative,1.0,Customer Service Issue,0.6838,US Airways,electromail,0,usairways need speak somebody reservation talk human yet computer system put phone
9508,neutral,0.6596,None,0.0,US Airways,mattiasskovhoej,0,usairways pick phone
9509,negative,1.0,Bad Flight,0.3621,US Airways,daknadler,0,usairways premier provider missed connection usairwaysfail
9510,negative,0.6739,Customer Service Issue,0.6739,US Airways,TheRealChrisCin,0,usairways im sure people working hard system assist ivr prompting offering call back hold wait time
9511,negative,1.0,Bad Flight,0.6478,US Airways,StevenS_CG,0,usairways thanks subpar travel experience even yet stepitup
9512,positive,1.0,None,0.0,US Airways,steve_muns,0,usairways fyi customer service rep carol absolute delight pleasant rebooked lightning speed thanks
9513,negative,1.0,Customer Service Issue,1.0,US Airways,hannah_rose22,0,usairways struggling hold 25 minute kicked back start said couldnt handle amount call
9514,negative,1.0,Lost Luggage,0.6743,US Airways,Andyba25,0,usairways call
9515,negative,1.0,Lost Luggage,0.677,US Airways,_Leycar,0,usairways told call back late flightr
9516,negative,1.0,Flight Booking Problems,0.6495,US Airways,dan3598328,0,usairways cancelled flighting u airway credit card choosing airline experience week
9517,neutral,0.6696,None,0.0,US Airways,The_BlueAnchor,0,usairways thank say website
9518,negative,1.0,Customer Service Issue,1.0,US Airways,EmilyRadtke_99,0,usairways cant make airport road bad dfw one answering phone website downhow reschedule
9519,negative,1.0,Late Flight,0.3407,US Airways,fcutitta,0,usairways pilot pleads let boarding begin full flight 1937 waiting 4th flight attendant denied mission control grrrr
9520,negative,1.0,Customer Service Issue,1.0,US Airways,ChrisClark09,2,usairways website isnt working cant talk any1 phone check flight status dfw road awful cant get
9521,negative,1.0,Cancelled Flight,0.6373,US Airways,eozonian,0,usairways rebooked tuesday arriving late flight tuesday start class cancelled flightled trip
9522,negative,1.0,Cancelled Flight,1.0,US Airways,steve_muns,0,usairways flight going cancelled flightled every week might well business class
9523,negative,1.0,Cancelled Flight,1.0,US Airways,steve_muns,0,usairways 2102 dcabos cancelled flightled making u wait hour fly usair every week upgrade status proactively
9524,positive,1.0,None,0.0,US Airways,AraeB,0,usairways dominick l la guardia airport nyc give absolute best customer service thanku checking made easy
9525,negative,1.0,Customer Service Issue,0.6526,US Airways,tannapistolis,0,usairways congrats treating customer worst way possible know plenty ppl horrible experience w
9526,negative,1.0,Cancelled Flight,1.0,US Airways,K31RRY,0,usairways going manchester uk im going miss wedding going rebook chosen cancelled flight flight
9527,negative,1.0,Lost Luggage,0.6555,US Airways,CatieKriewald,0,usairways dm take offline would love info location lost bag help appreciated
9528,negative,1.0,Lost Luggage,1.0,US Airways,CatieKriewald,0,usairways thanx isnt first rodeo done amp done yesterday result comm unless u count status bag lost amp claim filed
9529,negative,1.0,Customer Service Issue,1.0,US Airways,acnewsguy,0,usairways acnewsguy give u air philly talk real person acarl4hotmailcom
9530,negative,1.0,Bad Flight,0.7038,US Airways,ThisGuyShaun,0,usairways would nice offered flight credit especially since im staring empty overhead room
9531,negative,1.0,Late Flight,1.0,US Airways,steve_muns,0,usairways power outlet seat youre gon na keep u siting forever
9532,negative,1.0,Customer Service Issue,1.0,US Airways,BriRose16,0,usairways would appreciate call regarding horrible experience gate agent hold 39 min hung
9533,neutral,0.6578,None,0.0,US Airways,MustSeeItAll_,0,usairways understand im attempting change information identical tell call
9534,negative,1.0,Late Flight,1.0,US Airways,Tasil2005,0,usairways going flight 1826 phl phx 10 min estimated departure nobody board update
